gnote		snote		dnote
44.490		44.000		45.250		0.490		1.250		0.760
47.510		47.000		44.530		0.510		2.470		2.980
40.490		40.000		48.090		0.490		8.090		7.600
42.140		42.000		40.780		0.140		1.220		1.360
44.220		44.000		44.340		0.220		0.340		0.120
35.280		35.000		41.000		0.280		6.000		5.720
40.490		40.000		42.020		0.490		2.020		1.530
42.140		42.000		44.490		0.140		2.490		2.350
44.220		44.000		0.000		0.220		44.000		44.220
47.040		47.000		47.280		0.040		0.280		0.240
42.450		42.000		41.980		0.450		0.020		0.470
44.490		44.000		44.600		0.490		0.600		0.110
47.740		47.000		47.360		0.740		0.360		0.380
40.490		40.000		40.500		0.490		0.500		0.010
42.140		42.000		42.210		0.140		0.210		0.070
44.220		44.000		44.400		0.220		0.400		0.180
37.470		37.000		37.810		0.470		0.810		0.340
42.140		42.000		42.070		0.140		0.070		0.070
35.280		35.000		35.820		0.280		0.820		0.540
42.140		42.000		42.300		0.140		0.300		0.160
43.930		44.000		43.980		0.070		0.020		0.050
40.140		40.000		49.610		0.140		9.610		9.470
49.270		49.000		49.570		0.270		0.570		0.300
47.040		47.000		47.180		0.040		0.180		0.140
49.060		49.000		49.440		0.060		0.440		0.380
40.490		40.000		45.300		0.490		5.300		4.810
44.220		44.000		44.710		0.220		0.710		0.490
37.470		37.000		36.190		0.470		0.810		1.280
44.490		44.000		0.000		0.490		44.000		44.490
47.040		47.000		47.010		0.040		0.010		0.030
42.140		42.000		42.280		0.140		0.280		0.140
44.220		44.000		44.680		0.220		0.680		0.460
47.280		47.000		0.000		0.280		47.000		47.280
40.490		40.000		44.440		0.490		4.440		3.950
41.820		42.000		46.800		0.180		4.800		4.980
44.490		44.000		47.320		0.490		3.320		2.830
37.470		37.000		40.950		0.470		3.950		3.480
42.450		42.000		41.860		0.450		0.140		0.590
35.740		35.000		37.440		0.740		2.440		1.700
42.450		42.000		42.300		0.450		0.300		0.150
44.490		44.000		42.440		0.490		1.560		2.050
40.490		40.000		44.580		0.490		4.580		4.090
0.929		0.381		0.476
