gnote		snote		dnote
0.000		40.000		0.000		40.000		40.000		0.000
42.140		39.000		42.060		3.140		3.060		0.080
43.360		40.000		43.310		3.360		3.310		0.050
42.140		39.000		41.930		3.140		2.930		0.210
43.360		40.000		43.510		3.360		3.510		0.150
44.770		42.000		44.870		2.770		2.870		0.100
42.140		39.000		42.730		3.140		3.730		0.590
42.140		40.000		42.400		2.140		2.400		0.260
45.820		44.000		45.230		1.820		1.230		0.590
43.650		42.000		43.930		1.650		1.930		0.280
41.500		40.000		41.660		1.500		1.660		0.160
40.830		39.000		40.950		1.830		1.950		0.120
38.670		37.000		39.490		1.670		2.490		0.820
37.060		35.000		37.650		2.060		2.650		0.590
43.360		42.000		43.260		1.360		1.260		0.100
41.500		40.000		41.730		1.500		1.730		0.230
40.140		39.000		40.460		1.140		1.460		0.320
43.360		42.000		43.170		1.360		1.170		0.190
41.500		40.000		41.990		1.500		1.990		0.490
40.830		39.000		41.200		1.830		2.200		0.370
39.050		37.000		39.260		2.050		2.260		0.210
44.770		42.000		44.900		2.770		2.900		0.130
42.760		40.000		43.010		2.760		3.010		0.250
41.170		39.000		41.400		2.170		2.400		0.230
38.670		37.000		39.360		1.670		2.360		0.690
42.140		39.000		42.400		3.140		3.400		0.260
40.140		37.000		39.530		3.140		2.530		0.610
37.060		35.000		37.960		2.060		2.960		0.900
43.060		40.000		43.520		3.060		3.520		0.460
41.820		39.000		42.400		2.820		3.400		0.580
43.360		40.000		43.340		3.360		3.340		0.020
41.500		39.000		41.760		2.500		2.760		0.260
42.760		40.000		42.830		2.760		2.830		0.070
43.930		42.000		43.930		1.930		1.930		0.000
41.500		39.000		41.660		2.500		2.660		0.160
43.360		40.000		43.270		3.360		3.270		0.090
37.060		35.000		37.320		2.060		2.320		0.260
39.420		37.000		39.480		2.420		2.480		0.060
40.490		39.000		40.940		1.490		1.940		0.450
42.140		40.000		42.160		2.140		2.160		0.020
40.830		39.000		40.860		1.830		1.860		0.030
41.820		40.000		42.190		1.820		2.190		0.370
0.000		0.000		0.810
