gnote		snote		dnote
46.910		47.000		46.860		0.090		0.140		0.050
49.060		49.000		48.980		0.060		0.020		0.080
52.660		52.000		52.150		0.660		0.150		0.510
48.630		49.000		48.630		0.370		0.370		0.000
46.560		47.000		46.560		0.440		0.440		0.000
48.410		49.000		48.490		0.590		0.510		0.080
51.790		52.000		51.840		0.210		0.160		0.050
48.190		49.000		48.090		0.810		0.910		0.100
46.230		47.000		46.270		0.770		0.730		0.040
48.630		49.000		48.590		0.370		0.410		0.040
46.320		47.000		46.410		0.680		0.590		0.090
44.770		45.000		44.790		0.230		0.210		0.020
43.930		44.000		43.930		0.070		0.070		0.000
47.040		47.000		47.120		0.040		0.120		0.080
44.490		44.000		44.290		0.490		0.290		0.200
42.450		42.000		42.440		0.450		0.440		0.010
47.510		47.000		47.140		0.510		0.140		0.370
49.060		49.000		48.870		0.060		0.130		0.190
51.790		52.000		51.600		0.210		0.400		0.190
48.630		49.000		48.630		0.370		0.370		0.000
46.460		47.000		46.450		0.540		0.550		0.010
48.410		49.000		48.380		0.590		0.620		0.030
51.240		52.000		51.300		0.760		0.700		0.060
48.630		49.000		48.700		0.370		0.300		0.070
46.800		47.000		46.770		0.200		0.230		0.030
51.240		52.000		51.470		0.760		0.530		0.230
50.470		51.000		50.440		0.530		0.560		0.030
48.630		49.000		48.480		0.370		0.520		0.150
46.070		47.000		46.010		0.930		0.990		0.060
44.490		45.000		44.490		0.510		0.510		0.000
43.650		44.000		44.040		0.350		0.040		0.390
45.030		45.000		44.850		0.030		0.150		0.180
42.140		42.000		42.040		0.140		0.040		0.100
40.140		40.000		40.140		0.140		0.140		0.000
44.020		44.000		44.390		0.020		0.390		0.370
40.140		40.000		40.140		0.140		0.140		0.000
42.370		42.000		42.570		0.370		0.570		0.200
44.220		44.000		44.340		0.220		0.340		0.120
49.270		49.000		49.070		0.270		0.070		0.200
45.300		45.000		45.170		0.300		0.170		0.130
41.820		42.000		41.950		0.180		0.050		0.130
47.280		47.000		46.890		0.280		0.110		0.390
43.650		44.000		43.930		0.350		0.070		0.280
48.840		49.000		48.910		0.160		0.090		0.070
47.040		47.000		47.190		0.040		0.190		0.150
45.560		45.000		45.250		0.560		0.250		0.310
44.280		44.000		44.550		0.280		0.550		0.270
44.280		44.000		44.520		0.280		0.520		0.240
41.500		42.000		41.990		0.500		0.010		0.490
44.220		44.000		44.290		0.220		0.290		0.070
45.560		45.000		45.470		0.560		0.470		0.090
47.510		47.000		47.400		0.510		0.400		0.110
48.630		49.000		48.740		0.370		0.260		0.110
52.140		52.000		52.240		0.140		0.240		0.100
48.840		49.000		48.820		0.160		0.180		0.020
47.040		47.000		46.990		0.040		0.010		0.050
48.630		49.000		48.660		0.370		0.340		0.030
51.960		52.000		51.960		0.040		0.040		0.000
48.630		49.000		48.690		0.370		0.310		0.060
46.800		47.000		46.800		0.200		0.200		0.000
51.240		52.000		51.380		0.760		0.620		0.140
50.470		51.000		50.470		0.530		0.530		0.000
48.400		49.000		48.470		0.600		0.530		0.070
46.320		47.000		46.350		0.680		0.650		0.030
44.770		45.000		44.860		0.230		0.140		0.090
44.220		44.000		44.410		0.220		0.410		0.190
45.030		45.000		45.090		0.030		0.090		0.060
42.140		42.000		42.080		0.140		0.080		0.060
40.490		40.000		40.420		0.490		0.420		0.070
44.490		44.000		44.550		0.490		0.550		0.060
40.490		40.000		40.280		0.490		0.280		0.210
0.718		0.718		0.986
