gnote		snote		dnote
41.170		40.000		41.000		1.170		1.000		0.170
49.470		49.000		49.420		0.470		0.420		0.050
47.740		47.000		47.740		0.740		0.740		0.000
45.820		45.000		45.900		0.820		0.900		0.080
40.490		40.000		40.490		0.490		0.490		0.000
40.140		40.000		40.540		0.140		0.540		0.400
49.470		49.000		50.130		0.470		1.130		0.660
47.740		47.000		48.120		0.740		1.120		0.380
46.070		45.000		45.310		1.070		0.310		0.760
42.450		42.000		42.660		0.450		0.660		0.210
42.140		42.000		42.840		0.140		0.840		0.700
50.080		50.000		50.730		0.080		0.730		0.650
49.060		49.000		49.100		0.060		0.100		0.040
46.320		47.000		46.410		0.680		0.590		0.090
44.220		44.000		44.830		0.220		0.830		0.610
52.490		52.000		52.450		0.490		0.450		0.040
51.960		52.000		52.250		0.040		0.250		0.290
50.670		50.000		50.610		0.670		0.610		0.060
46.800		47.000		46.700		0.200		0.300		0.100
49.060		49.000		49.720		0.060		0.720		0.660
40.490		40.000		40.370		0.490		0.370		0.120
49.060		49.000		49.580		0.060		0.580		0.520
47.040		47.000		47.340		0.040		0.340		0.300
45.300		45.000		45.030		0.300		0.030		0.270
40.140		40.000		40.440		0.140		0.440		0.300
41.170		40.000		41.600		1.170		1.600		0.430
49.470		49.000		61.030		0.470		12.030		11.560
47.510		47.000		47.510		0.510		0.510		0.000
45.300		45.000		45.390		0.300		0.390		0.090
41.820		42.000		41.800		0.180		0.200		0.020
41.500		42.000		41.580		0.500		0.420		0.080
49.880		50.000		50.160		0.120		0.160		0.280
49.470		49.000		48.990		0.470		0.010		0.480
46.320		47.000		46.310		0.680		0.690		0.010
51.600		52.000		52.360		0.400		0.360		0.760
52.830		52.000		51.520		0.830		0.480		1.310
51.960		52.000		52.010		0.040		0.010		0.050
54.300		54.000		54.410		0.300		0.410		0.110
52.320		52.000		52.050		0.320		0.050		0.270
50.860		50.000		51.050		0.860		1.050		0.190
47.510		47.000		47.790		0.510		0.790		0.280
45.560		45.000		45.470		0.560		0.470		0.090
0.667		0.524		0.762
