gnote		snote		dnote
41.170		40.000		39.950		1.170		0.050		1.220
39.790		40.000		40.950		0.210		0.950		1.160
42.450		42.000		42.280		0.450		0.280		0.170
44.770		44.000		44.580		0.770		0.580		0.190
39.790		40.000		39.570		0.210		0.430		0.220
43.360		44.000		43.760		0.640		0.240		0.400
41.500		42.000		41.290		0.500		0.710		0.210
35.280		35.000		34.880		0.280		0.120		0.400
39.790		40.000		39.210		0.210		0.790		0.580
39.790		40.000		39.960		0.210		0.040		0.170
42.140		42.000		42.640		0.140		0.640		0.500
44.490		44.000		44.670		0.490		0.670		0.180
40.140		40.000		39.930		0.140		0.070		0.210
39.420		39.000		39.330		0.420		0.330		0.090
39.790		40.000		39.790		0.210		0.210		0.000
40.140		40.000		40.230		0.140		0.230		0.090
42.450		42.000		42.550		0.450		0.550		0.100
44.490		44.000		0.000		0.490		44.000		44.490
45.030		45.000		44.750		0.030		0.250		0.280
44.220		44.000		44.190		0.220		0.190		0.030
41.820		42.000		41.930		0.180		0.070		0.110
40.140		40.000		39.990		0.140		0.010		0.150
39.050		39.000		39.050		0.050		0.050		0.000
35.280		35.000		34.560		0.280		0.440		0.720
37.060		37.000		37.180		0.060		0.180		0.120
39.420		39.000		39.530		0.420		0.530		0.110
40.140		40.000		40.060		0.140		0.060		0.080
40.830		40.000		40.830		0.830		0.830		0.000
49.270		49.000		49.710		0.270		0.710		0.440
51.210		51.000		49.340		0.210		1.660		1.870
48.840		49.000		0.000		0.160		49.000		48.840
47.280		47.000		47.200		0.280		0.200		0.080
50.080		49.000		50.080		1.080		1.080		0.000
50.470		51.000		50.540		0.530		0.460		0.070
52.660		52.000		52.800		0.660		0.800		0.140
48.410		47.000		0.000		1.410		47.000		48.410
50.080		49.000		48.680		1.080		0.320		1.400
46.560		47.000		47.590		0.440		0.590		1.030
45.030		45.000		0.000		0.030		45.000		45.030
44.220		44.000		45.000		0.220		1.000		0.780
46.560		47.000		47.430		0.440		0.430		0.870
49.470		49.000		49.690		0.470		0.690		0.220
51.600		51.000		49.410		0.600		1.590		2.190
49.270		49.000		0.000		0.270		49.000		49.270
47.740		47.000		47.510		0.740		0.510		0.230
49.880		49.000		50.210		0.880		1.210		0.330
51.600		51.000		0.000		0.600		51.000		51.600
52.320		52.000		51.020		0.320		0.980		1.300
50.080		49.000		50.220		1.080		1.220		0.140
47.740		47.000		47.880		0.740		0.880		0.140
52.140		52.000		52.660		0.140		0.660		0.520
51.600		51.000		51.520		0.600		0.520		0.080
54.140		54.000		54.670		0.140		0.670		0.530
52.320		52.000		52.400		0.320		0.400		0.080
52.320		52.000		52.190		0.320		0.190		0.130
0.709		0.436		0.655
